mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,label
-492.0314,105.008446,-30.450914,24.022533,-0.810415,10.370298,-19.374622,-0.1824172,-14.859013,0.41600323,-17.954506,4.645124,-14.18278,3.8713999,-7.088812,6.6647983,-2.312166,1.0288149,-6.2737145,1.2081496,artifact
-247.7228,133.93944,-64.07905,31.537046,-28.883732,-4.3042307,-25.201128,-0.39445758,-8.967243,-5.349817,-11.9194765,-2.8691492,-8.779562,-3.135445,-3.1908429,-1.986057,-5.8216577,-4.967982,-5.7350464,-4.1660576,artifact
-319.28827,156.83752,37.568108,-20.263624,-23.913511,-31.063078,-44.440163,-41.784283,-31.466452,-29.82795,-31.041983,-24.972776,-15.948226,-9.42967,3.055069,27.439344,47.039963,43.320087,22.898489,1.51094,artifact
-32.811203,106.75783,-55.747307,22.027063,-18.023577,-6.342343,-25.934364,-3.550264,-21.03323,3.1012096,-10.786278,1.3326051,-11.890929,0.38034728,-5.87878,1.075459,-9.195325,0.44440478,-4.9329925,2.0434878,artifact
-403.21695,130.39763,2.830802,17.373102,0.58801323,8.813391,-0.7168221,3.2300215,-9.234874,-3.5961823,-7.849302,-3.6839833,-10.89082,-5.5853467,-10.381297,-5.4672914,-3.494786,-2.4169524,-5.665256,-2.1962621,artifact
-285.96082,164.62123,19.09864,-14.273901,-21.959536,-11.224137,-18.651579,-42.676956,-49.969433,-28.179932,-28.582096,-35.024475,-13.651464,-14.527285,-20.437279,-4.9039745,6.013705,9.129863,24.365953,32.866734,artifact
-321.2091,162.13165,40.258163,-22.145561,-21.877577,-18.807432,-31.515482,-40.03013,-36.850853,-31.147913,-28.092484,-24.343163,-18.045818,-12.252293,-4.6619515,14.227534,39.58143,50.584553,39.139015,16.334276,artifact
-280.71133,154.4619,7.1005983,26.437325,22.277628,14.377633,-12.101039,0.32332632,8.831719,-8.562071,-20.789896,-12.761329,-3.7227275,-6.702796,-15.939958,-6.4251795,-0.9637161,-4.2090144,-12.499012,-3.6216533,artifact
-361.38235,91.48138,37.495308,38.927456,25.077036,24.93237,22.580906,16.902517,12.249862,17.18018,12.159154,11.271885,10.776312,10.654991,5.4868207,9.938013,6.296824,6.562498,6.7464943,5.987763,artifact
-473.99805,62.0079,55.773834,47.230976,37.955864,29.427816,23.163502,18.588795,15.432954,12.957197,10.732989,8.379424,6.2516766,4.6730766,3.7212512,3.3191228,3.3669994,3.5974307,3.606358,3.3449876,murmur
-460.54108,73.652596,66.136086,55.84881,44.921246,35.03039,27.165,21.195385,16.62551,12.930627,9.738412,6.7715054,4.145569,2.0570567,0.65553665,-0.07225295,-0.24672927,-0.15304862,-0.0600635,-0.08729063,murmur
-457.24155,89.1454,72.95509,58.93399,45.454056,34.404663,25.324694,19.323462,15.701,12.289203,8.678047,5.643717,2.905502,0.95765716,-0.35600746,-0.3580883,-0.36388594,-0.4342182,-0.55439484,-0.4974855,murmur
-442.8806,120.03015,20.50595,43.11362,5.05736,28.340353,3.0511284,17.720865,-10.637665,6.071064,-12.142422,5.6149807,-7.1946826,3.4451501,-10.532357,-1.2625496,-8.304765,-0.5389186,-7.0664463,-2.2357678,murmur
-467.54004,69.356514,62.92293,53.886864,44.1065,35.178207,28.011845,22.739218,18.924171,15.924386,13.222787,10.600272,8.121566,5.9946084,4.402914,3.3965008,2.8777149,2.6613362,2.5562756,2.4238617,murmur
-468.0037,69.00995,62.45342,53.28201,43.41602,34.51121,27.501524,22.465712,18.868238,15.991189,13.28585,10.539348,7.872697,5.581131,3.9055417,2.9000971,2.439964,2.2865808,2.1781352,1.9397997,murmur
-532.0581,88.581795,69.56844,48.306705,31.471922,21.297722,17.373512,16.175564,14.802751,11.942228,8.781584,6.3347836,4.497131,2.730255,1.5065994,1.494606,2.28076,2.840888,2.712182,2.1261082,murmur
-552.2089,68.067276,-10.663655,31.510498,6.8969665,16.036728,2.476857,9.044982,3.3664,11.127502,6.8030696,6.1601467,-0.029071553,4.7709394,4.711419,1.78619,1.5693667,3.7142832,1.5990354,-0.45282868,murmur
-443.3857,68.207214,62.79245,55.14824,46.376762,37.65669,30.540981,24.772818,20.471891,17.152311,14.405247,11.668086,9.037647,6.654856,4.5976143,2.9699154,1.9367512,1.4470649,1.1784981,1.0081955,murmur
-483.4953,72.80246,64.39366,53.129776,41.485477,31.463112,24.375637,19.663261,16.486517,13.877492,11.300312,8.504078,5.852786,3.7885516,2.4905024,1.90086,1.8693308,2.092621,2.185319,2.0293546,murmur
-467.2947,74.52494,67.14601,57.08145,46.260807,36.410233,29.14749,23.872093,20.203587,17.271122,14.527845,11.509837,8.545834,6.0051336,4.0643277,2.75069,2.0466824,1.7337073,1.4231318,1.032735,murmur
-475.6809,72.43692,60.47199,49.150852,40.89833,33.465813,27.915113,24.141111,20.969564,17.76327,15.757791,14.497658,12.96651,11.24234,9.82074,8.3694935,6.8286,5.7757635,5.2108517,4.709194,murmur
-484.1862,74.493645,65.48765,53.44394,41.17286,30.82647,23.559965,18.83031,15.65169,13.0493765,10.464098,7.654052,4.9503155,2.7322233,1.2735257,0.5839195,0.52855635,0.7999295,1.048893,1.1151505,murmur
-486.15784,76.36473,66.883934,54.088936,41.106533,30.322926,22.697388,17.826248,14.564374,11.777327,8.843175,5.75442,2.9056995,0.7628079,-0.40988335,-0.66413474,-0.3099987,0.25472248,0.7229991,0.97046286,murmur
-488.50974,75.23467,65.41378,52.587276,39.837963,29.418022,22.698717,18.430117,15.511599,12.816975,9.962087,6.8356357,4.023269,1.928082,0.6741366,0.13032247,0.12788251,0.35621104,0.43196106,0.34061053,murmur
-483.8144,76.067986,67.02034,54.76313,42.245003,31.73446,24.16846,19.2037,15.794539,12.896198,9.93213,6.883475,4.0842357,1.9158931,0.57448906,-0.007113852,-0.09097746,0.012236613,0.08095697,0.044630785,murmur
-475.35703,90.98226,78.03559,61.225994,44.915455,32.086308,23.652208,18.593624,15.1987505,12.1234865,8.7039995,4.8832817,1.1189361,-2.0502734,-4.28357,-5.4445744,-5.566149,-4.9304714,-3.9387298,-2.8970308,murmur
-440.04367,101.22445,1.193596,39.76408,3.5875156,25.791231,-2.895691,12.971558,-5.8086653,8.925802,-8.282673,3.3246977,-7.147449,2.8410163,-6.6226172,-0.6922436,-7.435412,-2.1171458,-5.757268,-2.1196187,murmur
-457.5891,54.940434,46.196117,38.454617,33.07054,28.334444,24.159319,20.94327,18.556118,16.520891,14.930257,13.599822,12.426961,11.351002,10.40158,9.512733,8.734947,8.069465,7.4387903,6.8140874,murmur
-483.82095,78.288956,67.356415,53.441563,39.953003,28.882593,21.621347,17.280901,14.702567,12.413606,9.781072,6.6433554,3.603619,1.0910103,-0.6013377,-1.3909274,-1.4123223,-1.0645308,-0.72709364,-0.4393703,murmur
-474.52856,87.93524,77.330124,62.930397,48.075516,35.276436,25.594206,18.791609,13.940303,10.05913,6.517065,3.1454868,0.13119094,-2.2022855,-3.6196,-4.1124034,-3.8978052,-3.2975645,-2.5921495,-1.9471326,murmur
-478.58875,81.599525,71.56373,57.92331,43.807194,31.920591,23.784496,18.015589,13.716553,10.129746,6.969358,3.83412,1.0657576,-0.86978495,-1.8006536,-1.8983185,-1.4029741,-0.65222734,-0.10302542,0.14620484,murmur
-481.9847,78.65591,68.46849,54.93649,41.283005,30.102945,22.770885,18.362062,15.598931,13.260842,10.704515,7.651702,4.5420895,1.9607152,0.20279415,-0.7260318,-0.9293343,-0.6728106,-0.34802184,-0.10810615,murmur
-486.736,75.708496,66.05247,53.162937,40.239574,29.715689,22.573818,18.32176,15.692037,13.499713,11.071095,8.3119135,5.596936,3.4362288,2.1122518,1.586554,1.5885195,1.7262175,1.6842815,1.4165782,murmur
-481.41522,80.581894,70.74367,57.448345,44.224136,33.018322,24.868738,19.29503,15.318163,11.975202,8.782438,5.693517,2.9829578,0.9048603,-0.30495846,-0.78239477,-0.6675401,-0.43272728,-0.18928038,-0.1943457,murmur
-388.12057,146.56522,10.687089,27.850393,14.590075,21.109486,-0.15341555,6.0489907,2.7889187,6.9164915,1.1792941,1.0398234,-3.8422704,-5.2554812,-4.999689,-2.9180012,-2.8863332,-6.8160195,-6.640277,-6.918118,murmur
-480.89105,79.84478,70.399895,57.69703,45.031452,34.298904,26.499083,21.182762,17.32987,13.957683,10.541416,7.063758,3.836305,1.2451166,-0.40877265,-1.1693293,-1.2025052,-0.9769351,-0.67298955,-0.5742026,murmur
-416.6227,147.59998,21.294386,15.615426,33.993504,24.701704,10.223164,4.260776,7.4205284,6.090635,-0.5147298,-4.4148545,-4.0147266,-3.4759684,-4.5372496,-4.5141435,-4.445696,-3.4095583,-1.2148241,-2.6802588,murmur
-525.63855,97.50693,11.970625,49.47913,21.298573,27.708666,14.007662,16.180237,8.431108,15.578016,11.125676,8.859621,4.2234645,7.457434,7.085804,5.1724935,4.3193903,3.8461025,3.8874557,2.2930532,murmur
-367.0111,129.87929,13.741179,50.6736,15.295923,22.960527,4.1503377,16.481071,1.0918787,6.4530683,-2.1399565,2.3660727,-5.636331,-1.8728193,-5.6903815,-4.664055,-4.156437,-3.5449045,-4.8677635,-4.404148,murmur
-482.1252,75.03575,66.64474,55.21851,43.43593,33.373264,25.921568,20.830923,17.217094,14.173104,11.175576,8.171264,5.4180074,3.2367198,1.8093984,1.0920714,0.85014457,0.7792459,0.6448179,0.3674572,murmur
-469.15063,69.51402,62.85101,53.502666,43.42807,34.32945,27.177917,22.089342,18.543974,15.79402,13.248926,10.679578,8.197734,6.0787115,4.5511084,3.6623592,3.2660828,3.1074953,2.9422116,2.62459,murmur
-420.9819,114.964516,6.5184293,42.429535,9.575736,30.680569,0.79522014,14.022966,-4.0417995,9.72014,-5.3931665,4.3693414,-6.99942,1.9872538,-5.414224,-0.13756202,-5.662409,-1.6346413,-4.9233274,-2.4336526,murmur
-377.97937,94.15802,11.777352,47.09828,24.902803,27.987228,19.2652,16.857292,16.171627,18.314548,16.047392,10.020647,8.443566,11.171487,9.852512,5.4041424,6.9516125,6.4163694,4.849334,3.7627683,murmur
-418.09332,175.73813,69.98083,2.377561,2.774788,24.89433,22.56202,3.6366832,-0.3872006,12.654119,18.174608,6.6864376,-4.2253685,-0.3687762,8.671393,8.0728855,0.85980606,-0.25596943,5.4101844,7.1894064,normal
-397.18332,186.58752,59.139065,-13.108131,1.0044558,33.355938,24.903528,-5.6192923,-11.694646,7.7360635,17.631987,5.7311573,-5.2033396,0.76368016,10.507512,8.178871,-0.0530147,-0.26906288,5.9253697,7.0383067,normal
-447.88007,242.61023,49.11623,-42.743694,-1.7340997,49.038624,27.660511,-16.530268,-15.337034,12.334559,12.605898,-10.696369,-15.007415,4.421076,13.739329,2.077248,-5.8460455,2.8105617,10.235391,3.3201685,normal
-392.76746,202.49107,47.3228,-36.12708,-11.311083,35.152554,30.396927,-3.0195432,-11.217678,6.3400116,13.25934,1.4399337,-4.486096,5.0499706,11.483684,3.6297674,-4.7156525,-0.7315611,7.1205106,6.155967,normal
-448.57916,231.21805,70.55872,-19.407766,-2.8600764,33.59184,21.030445,-13.256731,-15.409655,9.322534,18.504864,3.8848283,-5.3286,3.2510867,9.859106,2.1024916,-4.9221597,2.1996248,12.033491,8.988011,normal
-294.6814,209.76195,63.009468,-22.227335,-8.904508,29.031116,26.102303,-0.5997144,-5.0739484,12.51037,18.2889,3.7953598,-6.642012,0.33742735,9.399089,6.088769,-1.706472,-1.4129965,3.6738715,3.6219716,normal
-367.74097,191.39482,68.51172,-7.307285,-1.8304719,28.053053,26.315832,2.6688952,-4.022451,10.528479,18.314249,7.601354,-3.1097646,0.9729423,9.322533,7.0480933,-1.3557307,-2.4445593,3.611326,5.54873,normal
-393.21234,196.21649,72.228714,-4.543325,-1.9554496,22.75521,18.438269,-0.8350612,0.09697228,17.24695,20.51621,4.4032116,-7.323096,-1.805931,6.4527617,3.2230387,-4.005798,-2.3295,4.9222326,6.061944,normal
-371.43082,217.2658,76.72425,-11.45312,-8.656639,23.076588,22.964048,0.41495833,-5.2807317,8.670032,13.867024,1.2696495,-8.630171,-2.7385035,6.0984135,3.7435744,-3.340761,-2.330924,4.4146633,5.6225586,normal
-403.30426,157.43001,39.97608,-21.327044,0.8745285,38.058628,32.72662,4.0791326,-2.4185226,14.31191,21.635847,9.419473,-0.7318723,4.1958284,10.687462,5.7848063,-2.2077153,-0.8467748,5.5995946,5.5759134,normal
